Description,StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
OWL DOORSTOP,21116,4.95,1.1,4.55,0.08
PAINTED METAL STAR WITH HOLLY BELLS,21824,1.45,0.29,0.88,0.39
PAINTED METAL HEART WITH HOLLY BELL,21823,1.45,1.14,1.32,0.09
ANGEL DECORATION STARS ON DRESS,22153,0.42,0.14,0.29,0.31
JUMBO BAG STRAWBERRY,85099F,1.95,1.91,1.91,0.02
STRAWBERRY SHOPPER BAG,20717,1.25,0.98,1.01,0.19
ROUND SNACK BOXES SET OF 4 FRUITS,22328,2.95,0.42,1.74,0.41
ROUND SNACK BOXES SET OF 4 SKULLS,22327,2.95,0.65,2.21,0.25
DOLLY GIRL LUNCH BOX,22630,1.95,1.71,1.72,0.12
GREEN POLKADOT PLATE,21245,1.69,1.09,1.47,0.13
BLUE POLKADOT PLATE,21244,1.69,1.01,1.28,0.24
RED RETROSPOT PLATE,21242,1.69,1.65,1.66,0.02
PINK  POLKADOT PLATE,21243,1.69,0.84,1.03,0.39
FELTCRAFT DOLL MOLLY,22273,2.95,0.92,1.53,0.48
FELTCRAFT CHRISTMAS FAIRY,22940,4.25,1.82,3.1,0.27
SET OF 3 NOTEBOOKS IN PARCEL,22759,1.65,0.46,0.54,0.67
RED RETROSPOT TAPE,21880,0.65,0.31,0.42,0.35
COSY SLIPPER SHOES SMALL  RED,21738,2.95,0.92,2.57,0.13
6 RIBBONS RUSTIC CHARM,22077,1.65,0.64,0.84,0.49
12 DAISY PEGS IN WOOD BOX,21448,1.65,0.05,1.04,0.37
5 HOOK HANGER RED MAGIC TOADSTOOL,22243,1.65,1.6,1.62,0.02
CHRISTMAS CRAFT TREE TOP ANGEL,22141,2.1,0.62,1.95,0.07
CHRISTMAS CRAFT LITTLE FRIENDS,22144,2.1,0.14,0.78,0.63
COSY SLIPPER SHOES SMALL GREEN,21739,2.95,2.44,2.8,0.05
FELTCRAFT DOLL ROSIE,22271,2.95,0.22,1.74,0.41
FELTCRAFT DOLL EMILY,22274,2.95,2.55,2.86,0.03
FELTCRAFT PRINCESS OLIVIA DOLL,22751,3.75,2.26,2.89,0.23
REX CASH+CARRY JUMBO SHOPPER,21034,0.95,0.45,0.77,0.19
FELTCRAFT CUSHION RABBIT,22570,3.75,3.16,3.26,0.13
FELTCRAFT CUSHION BUTTERFLY,22569,3.75,1.48,2.7,0.28
TOTE BAG I LOVE LONDON,22902,2.1,0.26,1.68,0.2
FOLDING UMBRELLA PINKWHITE POLKADOT,21710,4.95,0.62,2.77,0.44
FOLDING UMBRELLA CREAM POLKADOT,21708,4.95,4.92,4.85,0.02
FOLDING UMBRELLA WHITE/RED POLKADOT,21711,4.95,0.92,4.75,0.04
SET 10 LIGHTS NIGHT OWL,22179,6.75,2.54,3.92,0.42
FOLDING UMBRELLA RED/WHITE POLKADOT,21706,4.95,4.78,4.8,0.03
S/4 VALENTINE DECOUPAGE HEART BOX,85184C,2.95,1.45,2.71,0.08
SOLDIERS EGG CUP,22988,1.25,0.97,1.2,0.04
RED RETROSPOT MINI CASES,20750,7.95,0.17,1.03,0.87
60 CAKE CASES VINTAGE CHRISTMAS,22952,0.55,0.09,0.3,0.46
RIBBON REEL CHRISTMAS SOCK BAUBLE,22739,1.65,1.34,1.45,0.12
RIBBON REEL SNOWY VILLAGE,22738,1.65,0.58,0.87,0.47
SET OF 20 VINTAGE CHRISTMAS NAPKINS,22909,0.85,0.19,0.54,0.36
TURQUOISE CHRISTMAS TREE,35591T,1.25,0.98,0.99,0.21
RED STAR CARD HOLDER,22186,2.95,1.87,2.45,0.17
WICKER WREATH SMALL,22695,1.45,0.56,0.94,0.35
ADVENT CALENDAR GINGHAM SACK,22580,5.95,4.89,5.71,0.04
FELTCRAFT BUTTERFLY HEARTS,22147,1.45,0.62,1.0,0.31
PARTY CONE CHRISTMAS DECORATION,22130,0.85,0.76,0.77,0.1
WICKER STAR,22694,2.1,0.48,1.34,0.36
VINTAGE SNAP CARDS,21790,0.85,0.44,0.51,0.4
FELTCRAFT 6 FLOWER FRIENDS,22149,2.1,1.24,1.76,0.16
BIRD DECORATION RED RETROSPOT,22321,0.85,0.72,0.74,0.13
CHRISTMAS GINGHAM TREE,22594,0.85,0.83,0.83,0.02
CHRISTMAS GINGHAM STAR,22593,0.85,0.13,0.74,0.13
CHRISTMAS GINGHAM HEART,22595,0.85,0.81,0.82,0.04
PACK OF 12 PINK POLKADOT TISSUES,21986,0.29,0.1,0.15,0.48
FELTCRAFT PRINCESS LOLA DOLL,22750,3.75,1.49,2.18,0.42
PACK OF 12 LONDON TISSUES,22616,0.29,0.05,0.06,0.78
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,22775,1.25,0.03,0.71,0.43
CHILDREN'S APRON DOLLY GIRL,22899,2.1,1.35,1.55,0.26
CHILDRENS APRON SPACEBOY DESIGN,22367,1.95,0.66,1.35,0.31
CHRISTMAS LIGHTS 10 SANTAS,22942,8.5,1.88,5.61,0.34
PACK OF 60 MUSHROOM CAKE CASES,21976,0.55,0.16,0.36,0.35
60 CAKE CASES DOLLY GIRL DESIGN,22951,0.55,0.21,0.5,0.09
HAND WARMER BABUSHKA DESIGN,22834,2.1,0.93,2.06,0.02
SET 12 RETRO WHITE CHALK STICKS,21916,0.42,0.3,0.36,0.15
FELTCRAFT HAIRBAND RED AND BLUE,22587,0.85,0.39,0.61,0.28
FELTCRAFT HAIRBAND PINK AND PURPLE,22566,0.85,0.58,0.79,0.07
FELTCRAFT HAIRBANDS PINK AND WHITE,22565,0.85,0.78,0.82,0.03
TV DINNER TRAY DOLLY GIRL,22472,4.95,2.49,3.61,0.27
PLASTERS IN TIN SPACEBOY,22551,1.65,0.55,1.09,0.34
PLASTERS IN TIN WOODLAND ANIMALS,22554,1.65,0.39,0.63,0.62
MAGIC DRAWING SLATE SPACEBOY,22534,0.42,0.01,0.21,0.49
MAGIC DRAWING SLATE GO TO THE FAIR,22529,0.42,0.37,0.39,0.08
MAGIC DRAWING SLATE DOLLY GIRL,22530,0.42,0.18,0.39,0.08
CHARLIE + LOLA RED HOT WATER BOTTLE,84032B,2.95,2.56,2.66,0.1
URBAN BLACK RIBBONS,85049H,1.25,0.74,0.98,0.22
SET OF 6 T-LIGHTS TOADSTOOLS,22807,2.95,0.16,1.0,0.66
ROTATING LEAVES T-LIGHT HOLDER,21494,1.25,0.49,0.82,0.34
CUPCAKE LACE PAPER SET 6,22938,1.95,1.23,1.5,0.23
TRADITIONAL WOODEN CATCH CUP GAME,21892,1.25,0.93,1.07,0.14
S/6 WOODEN SKITTLES IN COTTON BAG,21890,2.95,2.69,2.74,0.07
RED METAL BEACH SPADE,21718,1.25,0.48,1.1,0.12
BOYS VINTAGE TIN SEASIDE BUCKET,21716,2.55,0.51,0.59,0.77
GIRLS VINTAGE TIN SEASIDE BUCKET,21715,2.55,1.93,2.5,0.02
GREY HEART HOT WATER BOTTLE,22113,3.75,3.4,3.64,0.03
KINGS CHOICE TEA CADDY,22358,2.95,2.46,2.71,0.08
KINGS CHOICE BISCUIT TIN,22357,4.25,2.71,3.87,0.09
METAL SIGN EMPIRE TEA,22115,2.95,1.36,1.65,0.44
FAWN BLUE HOT WATER BOTTLE,21481,2.95,2.24,2.68,0.09
PACK OF 6 BIRDY GIFT TAGS,22585,1.25,0.37,0.96,0.23
CERAMIC STRAWBERRY MONEY BOX,21556,2.55,0.53,0.92,0.64
CERAMIC HEART FAIRY CAKE MONEY BANK,22645,1.45,1.39,1.41,0.03
CERAMIC PIRATE CHEST MONEY BANK,22650,1.45,0.71,1.1,0.24
DOORSTOP RETROSPOT HEART,22508,3.75,3.24,3.64,0.03
RETROSPOT BABUSHKA DOORSTOP,22511,3.75,1.14,1.27,0.66
SWEETHEART WIRE WALL TIDY,22829,9.95,8.25,9.55,0.04
RED RETROSPOT OVEN GLOVE,21154,1.06,0.07,0.34,0.68
NAMASTE SWAGAT INCENSE,17021,0.24,0.18,0.23,0.05
CERAMIC STRAWBERRY DESIGN MUG,22059,1.25,0.63,1.09,0.13
CLASSICAL ROSE SMALL VASE,84678,1.25,0.24,0.81,0.35
HYACINTH BULB T-LIGHT CANDLES,85172,0.42,0.01,0.05,0.87
CHRISTMAS CRAFT WHITE FAIRY,22142,1.45,1.26,1.26,0.13
COSY HOUR CIGAR BOX MATCHES,21591,1.25,0.26,1.12,0.1
RED TEA TOWEL CLASSIC DESIGN,22480,1.25,1.15,1.2,0.04
HEART FILIGREE DOVE  SMALL,22294,1.25,0.89,1.05,0.16
RETROSPOT CHILDRENS APRON,21156,1.95,0.16,1.35,0.31
COLOURING PENCILS BROWN TUBE,10133,0.85,0.07,0.31,0.63
4 IVORY DINNER CANDLES SILVER FLOCK,72800E,2.55,0.28,2.29,0.1
ZINC METAL HEART DECORATION,84836,1.25,0.18,0.38,0.7
GREEN FERN NOTEBOOK,20774,1.65,0.19,1.09,0.34
BLUE PAISLEY NOTEBOOK,20773,1.65,1.34,1.45,0.12
CHRYSANTHEMUM NOTEBOOK,20777,1.65,0.72,0.96,0.42
LARGE CHINESE STYLE SCISSOR,16016,0.85,0.61,0.76,0.11
SMALL CHINESE STYLE SCISSOR,16014,0.42,0.19,0.26,0.37
HANGING GLASS ETCHED TEALIGHT,21651,1.65,1.4,1.45,0.12
COOKING SET RETROSPOT,22618,9.95,3.54,6.37,0.36
KINGS CHOICE GIANT TUBE MATCHES,21586,2.55,2.22,2.37,0.07
PLACE SETTING WHITE STAR,22152,0.42,0.14,0.24,0.44
S/15 SILVER GLASS BAUBLES IN BAG,84754,1.25,0.21,0.68,0.46
FRENCH WC SIGN BLUE METAL,22670,1.25,0.4,0.49,0.61
FAIRY SOAP SOAP HOLDER,84849B,1.69,0.29,0.41,0.76
GREEN GIANT GARDEN THERMOMETER,22927,5.95,1.84,5.0,0.16
BLUE GIANT GARDEN THERMOMETER,22925,5.95,0.18,4.34,0.27
VICTORIAN SEWING BOX SMALL,21259,5.95,2.54,4.11,0.31
VICTORIAN SEWING BOX MEDIUM,21257,7.95,5.9,7.71,0.03
SET/10 RED POLKADOT PARTY CANDLES,21121,1.25,0.39,1.03,0.18
WASHROOM METAL SIGN,82552,1.45,0.93,1.13,0.22
BLACK SWEETHEART BRACELET,90200B,4.25,3.9,4.08,0.04
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,90059B,1.65,1.35,1.57,0.05
BLACK DIAMANTE EXPANDABLE RING,90185C,4.25,3.27,3.95,0.07
DIAMANTE HAIR GRIP PACK/2 RUBY,90059E,1.65,0.99,0.99,0.4
DIAMANTE HAIR GRIP PACK/2 MONTANA,90059C,1.65,1.25,1.34,0.19
BLUE SWEETHEART BRACELET,90200C,4.25,0.25,2.25,0.47
PINK SWEETHEART BRACELET,90200D,4.25,3.42,3.65,0.14
PURPLE SWEETHEART BRACELET,90200A,4.25,0.55,2.72,0.36
RIBBON REEL CHRISTMAS PRESENT,22737,1.65,1.21,1.45,0.12
FIRST AID TIN,21260,3.25,2.78,3.15,0.03
MAKE YOUR OWN MONSOON CARD KIT,22744,2.95,2.49,2.68,0.09
PACK OF 12 HEARTS DESIGN TISSUES,21985,0.29,0.2,0.27,0.08
HEART FILIGREE DOVE LARGE,22295,1.65,1.44,1.58,0.04
SWIRLY CIRCULAR RUBBERS IN BAG,16258A,0.42,0.25,0.3,0.29
VINTAGE PAISLEY STATIONERY SET,21992,2.95,2.31,2.63,0.11
SET/10 BLUE POLKADOT PARTY CANDLES,21124,1.25,0.26,0.53,0.58
RIBBON REEL SOCKS AND MITTENS,22735,1.65,1.45,1.5,0.09
CHRISTMAS METAL TAGS ASSORTED,22945,0.85,0.69,0.7,0.18
CHRISTMAS TREE T-LIGHT HOLDER,21816,1.45,0.34,0.48,0.67
STAR  T-LIGHT HOLDER,21815,1.45,0.58,1.16,0.2
HEART T-LIGHT HOLDER,21814,1.45,0.34,0.87,0.4
MINI FUNKY DESIGN TAPES,10125,0.85,0.62,0.71,0.17
STAR WOODEN CHRISTMAS DECORATION,22573,0.85,0.5,0.55,0.35
WOODEN HEART CHRISTMAS SCANDINAVIAN,22577,0.85,0.09,0.69,0.19
CHRISTMAS RETROSPOT TREE WOOD,22603,0.85,0.24,0.42,0.51
SET/9 CHRISTMAS T-LIGHTS SCENTED,20878,1.25,1.19,1.2,0.04
BLUE ROSE FABRIC MIRROR,20866,1.25,1.18,1.21,0.03
THREE CANVAS LUGGAGE TAGS,85095,1.95,1.37,1.44,0.26
RETROSPOT PARTY BAG + STICKER SET,22333,1.65,0.1,0.84,0.49
RETROSPOT SMALL TUBE MATCHES,21584,1.65,1.35,1.53,0.07
3D CHRISTMAS STAMPS STICKERS,22731,1.25,0.13,0.84,0.33
36 FOIL HEART CAKE CASES,22956,2.1,0.89,1.28,0.39
PACK OF 6 SWEETIE GIFT BOXES,22582,2.55,0.73,1.68,0.34
CINAMMON SET OF 9 T-LIGHTS,85231B,0.85,0.07,0.12,0.86
ORANGE SCENTED SET/9 T-LIGHTS,85231G,0.85,0.65,0.73,0.14
RIBBON REEL STRIPES DESIGN,22082,1.65,1.1,1.53,0.07
SET OF 2 TINS JARDIN DE PROVENCE,22500,4.95,0.14,1.19,0.76
MAKE YOUR OWN PLAYTIME CARD KIT,22742,2.95,0.56,2.15,0.27
DINOSAURS  WRITING SET,21329,1.65,1.14,1.27,0.23
SKULLS WRITING SET,21327,1.65,1.09,1.62,0.02
DOORMAT BLACK FLOCK,48173C,7.95,5.06,7.47,0.06
CHRISTMAS DECOUPAGE CANDLE,72818,0.85,0.49,0.81,0.05
OFFICE MUG WARMER POLKADOT,22312,2.95,0.45,2.45,0.17
BLACK RECORD COVER FRAME,21137,3.39,1.93,2.44,0.28
"RECORD FRAME 7"" SINGLE SIZE",22041,2.1,2.07,2.06,0.02
36 PENCILS TUBE RED RETROSPOT,20979,1.25,0.21,0.53,0.58
36 PENCILS TUBE WOODLAND,20977,1.25,0.54,1.19,0.05
ROCKING HORSE RED CHRISTMAS,22571,0.72,0.11,0.44,0.39
REGENCY CAKESTAND 3 TIER,22423,10.95,2.08,9.42,0.14
VINTAGE UNION JACK BUNTING,21621,8.5,1.59,7.9,0.07
RETRO LONGBOARD IRONING BOARD COVER,47563A,3.75,2.06,3.23,0.14
3D DOG PICTURE PLAYING CARDS,84558A,2.95,0.38,2.33,0.21
SAVE THE PLANET COTTON TOTE BAG,21577,2.25,1.41,2.18,0.03
PAPER BUNTING WHITE LACE,22087,2.95,0.87,2.77,0.06
GENTLEMAN SHIRT REPAIR KIT,22651,0.85,0.15,0.83,0.02
CARD I LOVE LONDON,22713,0.42,0.32,0.41,0.02
MIRRORED WALL ART FOXY,21370,6.35,1.62,3.68,0.42
MIRRORED WALL ART GENTS,21367,2.55,2.32,2.4,0.06
AIRLINE BAG VINTAGE JET SET WHITE,22376,4.25,2.82,3.7,0.13
POTTING SHED SOW 'N' GROW SET,21895,4.25,3.72,3.95,0.07
AIRLINE BAG VINTAGE WORLD CHAMPION,22372,4.25,1.15,3.49,0.18
PINK HEARTS PAPER GARLAND,21190,1.65,1.6,1.62,0.02
POTTING SHED SEED ENVELOPES,21894,1.25,0.11,0.98,0.22
HI TEC ALPINE HAND WARMER,70007,1.65,0.1,1.11,0.33
POLYESTER FILLER PAD 45x45cm,46000M,1.55,0.7,0.98,0.37
CARD DOLLY GIRL,22712,0.42,0.19,0.2,0.52
CARD BILLBOARD FONT,22983,0.42,0.24,0.36,0.15
RAINY LADIES BIRTHDAY CARD,22024,0.42,0.03,0.33,0.22
RED WHITE SCARF  HOT WATER BOTTLE,21488,3.95,0.18,0.59,0.85
SET OF 2 TEA TOWELS APPLE AND PEARS,22895,2.95,2.54,2.74,0.07
LANTERN CREAM GAZEBO,22784,4.95,3.46,3.61,0.27
BLUE BIRDHOUSE DECORATION,21441,0.85,0.21,0.8,0.06
ANTIQUE SILVER TEA GLASS ENGRAVED,84947,1.06,0.16,0.35,0.67
SET OF 2 WOODEN MARKET CRATES,22485,12.75,0.74,7.91,0.38
CLASSIC FRENCH STYLE BASKET NATURAL,21794,6.75,0.26,5.67,0.16
CRAZY DAISY HEART DECORATION,20707,1.25,1.05,1.12,0.1
CARD HOLDER GINGHAM HEART,22588,2.55,1.16,1.63,0.36
SMALL STRIPES CHOCOLATE GIFT BAG,21292,0.85,0.76,0.82,0.03
"TRAY, BREAKFAST IN BED",22760,12.75,11.85,12.24,0.04
PIZZA PLATE IN BOX,22107,3.75,3.26,3.38,0.1
PINK HEART DOTS HOT WATER BOTTLE,21486,3.75,1.65,1.76,0.53
PLACE SETTING WHITE HEART,22151,0.42,0.04,0.06,0.85
SET OF 4 NAPKIN CHARMS LEAVES,22643,2.55,1.71,1.81,0.29
SET OF 4 NAPKIN CHARMS STARS,22642,2.55,1.77,2.12,0.17
SET OF 4 NAPKIN CHARMS CUTLERY,22604,2.55,1.56,2.04,0.2
CARAVAN SQUARE TISSUE BOX,22099,1.25,0.1,1.11,0.11
BUTTON BOX,22653,1.95,1.18,1.81,0.07
12 MESSAGE CARDS WITH ENVELOPES,22906,1.65,0.82,1.2,0.27
SMALL RED BABUSHKA NOTEBOOK,22754,0.85,0.18,0.26,0.69
HERB MARKER MINT,22919,0.65,0.22,0.39,0.4
HERB MARKER ROSEMARY,22917,0.65,0.21,0.26,0.6
HERB MARKER BASIL,22920,0.65,0.1,0.18,0.72
HERB MARKER CHIVES,22921,0.65,0.37,0.58,0.11
HERB MARKER PARSLEY,22918,0.65,0.54,0.62,0.05
HERB MARKER THYME,22916,0.65,0.35,0.45,0.3
METAL MERRY CHRISTMAS WREATH,22575,1.95,0.18,0.33,0.83
WHITE CHRISTMAS GARLAND STARS TREES,21804,3.75,3.26,3.52,0.06
RETROSPOT GIANT TUBE MATCHES,21588,2.55,1.04,2.17,0.15
36 FOIL STAR CAKE CASES,22955,2.1,0.18,0.76,0.64
PACK OF 6 HANDBAG GIFT BOXES,22583,2.55,0.76,1.68,0.34
GARLAND WOODEN HAPPY EASTER,22241,1.25,0.26,0.49,0.61
CALENDAR PAPER CUT DESIGN,22904,2.95,2.52,2.89,0.02
CALENDAR IN SEASON DESIGN,22905,2.95,1.84,2.83,0.04
BLUE PAISLEY TISSUE BOX,22092,1.25,0.05,0.45,0.64
PINK PAISLEY SQUARE TISSUE BOX,22096,1.25,1.23,1.23,0.02
TOAST ITS - HAPPY BIRTHDAY,21358,1.25,0.9,1.14,0.09
SET/10 IVORY POLKADOT PARTY CANDLES,21123,1.25,0.9,1.11,0.11
SKULLS STORAGE BOX SMALL,21427,2.1,0.83,1.55,0.26
JUMBO STORAGE BAG SKULLS,21930,1.95,1.16,1.89,0.03
GARDEN PATH JOURNAL,20772,2.55,1.43,2.45,0.04
BLACK ORANGE SQUEEZER,71406C,0.42,0.2,0.31,0.27
SET OF 72 GREEN PAPER DOILIES,84985A,1.45,0.48,1.12,0.23
RETROSPOT RED WASHING UP GLOVES,20754,2.1,0.42,1.93,0.08
SMALL LICORICE DES PINK BOWL,84596E,1.25,0.78,1.12,0.1
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",21111,2.95,0.34,2.45,0.17
PICNIC BASKET WICKER LARGE,22501,9.95,9.92,9.85,0.01
CREAM SWEETHEART EGG HOLDER,22854,4.95,2.47,4.26,0.14
PINK 3 PIECE POLKADOT CUTLERY SET,84997D,3.75,2.66,3.45,0.08
PINK PARTY BAGS,47599A,2.1,1.15,1.45,0.31
BLUE PARTY BAGS,47599B,2.1,0.65,0.71,0.66
PINK CREAM FELT CRAFT TRINKET BOX,20972,1.25,1.12,1.19,0.05
RED RETROSPOT OVEN GLOVE DOUBLE,21041,2.95,2.44,2.48,0.16
RIDGED GLASS STORAGE JAR CREAM LID,21664,3.75,1.32,2.81,0.25
PACK OF 20 NAPKINS PANTRY DESIGN,22907,0.85,0.17,0.55,0.35
SWEETHEART CAKESTAND 3 TIER,22776,9.95,2.34,9.05,0.09
CHRISTMAS HANGING STAR WITH BELL,21810,1.25,0.72,1.19,0.05
MULTICOLOUR  CONFETTI IN TUBE,21197,1.65,0.84,0.94,0.43
CHOCOLATE 3 WICK MORRIS BOX CANDLE,85035B,4.25,2.63,4.12,0.03
SET OF 16 VINTAGE PISTACHIO CUTLERY,84968C,12.75,2.15,7.01,0.45
CHRISTMAS TOILET ROLL,21098,1.25,0.08,0.3,0.76
WHITE BELL HONEYCOMB PAPER,21192,1.65,0.81,1.6,0.03
4 PURPLE FLOCK DINNER CANDLES,72800B,2.55,1.5,1.5,0.41
PINK & WHITE BREAKFAST TRAY,84563A,5.95,1.46,4.34,0.27
ENGLISH ROSE SPIRIT LEVEL,47504H,1.95,1.49,1.58,0.19
LARGE ROUND WICKER PLATTER,21742,5.95,2.58,2.68,0.55
BLACK TEA TOWEL CLASSIC DESIGN,22481,1.25,1.03,1.16,0.07
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,22943,4.95,1.88,3.17,0.36
ROSES REGENCY TEACUP AND SAUCER,22699,2.95,0.52,1.56,0.47
T-LIGHT HOLDER HANGING LACE,22217,1.25,1.21,1.21,0.03
HANGING HEART MIRROR DECORATION,22227,0.65,0.64,0.64,0.02
CREAM SLICE FLANNEL CHOCOLATE SPOT,21106,2.95,1.48,2.83,0.04
CREAM SLICE FLANNEL PINK SPOT,21107,2.95,2.63,2.89,0.02
GREEN REGENCY TEACUP AND SAUCER,22697,2.95,0.98,1.21,0.59
EIGHT PIECE DINOSAUR SET,21826,1.25,0.32,0.85,0.32
HEADS AND TAILS SPORTING FUN,22548,1.25,0.54,0.74,0.41
ASS COL SMALL SAND GECKO P'WEIGHT,17164B,0.42,0.4,0.41,0.03
ENAMEL MEASURING JUG CREAM,22429,4.25,3.53,3.74,0.12
12 PENCILS SMALL TUBE SKULL,20974,0.65,0.51,0.6,0.08
12 PENCIL SMALL TUBE WOODLAND,20973,0.65,0.35,0.47,0.27
BLUE PAPER PARASOL,15044B,2.95,0.86,2.45,0.17
VICTORIAN  METAL POSTCARD SPRING,21135,1.69,0.81,1.0,0.41
METAL 4 HOOK HANGER FRENCH CHATEAU,22173,2.95,1.91,2.45,0.17
BLACK KITCHEN SCALES,22626,8.5,7.83,8.07,0.05
RED KITCHEN SCALES,22625,8.5,5.02,5.27,0.38
IVORY KITCHEN SCALES,22624,8.5,4.65,5.18,0.39
MULTI COLOUR SILVER T-LIGHT HOLDER,84945,0.85,0.68,0.78,0.08
3 HOOK HANGER MAGIC GARDEN,22244,1.95,0.4,1.09,0.44
ASSORTED COLOUR LIZARD SUCTION HOOK,47421,0.42,0.25,0.32,0.25
JUMBO BAG WOODLAND ANIMALS,20712,1.95,1.8,1.83,0.06
CHILDREN'S CIRCUS PARADE MUG,22973,1.65,0.64,1.19,0.28
PACK 3 FIRE ENGINE/CAR PATCHES,84569B,1.25,1.09,1.15,0.08
CARD PSYCHEDELIC APPLES,22815,0.42,0.14,0.29,0.32
IVORY ENCHANTED FOREST PLACEMAT,85114B,1.65,0.74,1.29,0.22
PACK OF 6 PANNETONE GIFT BOXES,22584,2.55,0.67,0.71,0.72
MEASURING TAPE BABUSHKA RED,22454,2.95,1.74,2.71,0.08
RED ENCHANTED FOREST PLACEMAT,85114C,1.65,1.55,1.6,0.03
CHILDRENS DOLLY GIRL MUG,22974,1.65,1.47,1.57,0.05
TOADSTOOL MONEY BOX,21452,2.95,0.4,0.83,0.72
MAKE YOUR OWN FLOWERPOWER CARD KIT,22743,2.95,0.37,1.86,0.37
PAPER CHAIN KIT LONDON,22911,2.95,2.54,2.86,0.03
MEASURING TAPE BABUSHKA BLUE,22453,2.95,0.28,2.24,0.24
PENCIL CASE LIFE IS BEAUTIFUL,22445,2.95,0.88,1.3,0.56
WOODEN ROUNDERS GARDEN SET,22607,9.95,8.61,8.86,0.11
CHILDS BREAKFAST SET DOLLY GIRL,22635,9.95,9.24,9.65,0.03
CHILDS BREAKFAST SET SPACEBOY,22634,9.95,3.13,8.56,0.14
CAKE PLATE LOVEBIRD WHITE,22222,4.95,3.4,4.65,0.06
WOODEN ADVENT CALENDAR RED,22947,16.95,5.18,10.0,0.41
GREEN CHRISTMAS TREE CARD HOLDER,22187,4.25,2.48,2.55,0.4
STRING OF STARS CARD HOLDER,22164,2.95,0.34,0.5,0.83
SET/12 TAPER CANDLES,72598,0.85,0.12,0.19,0.78
MINT KITCHEN SCALES,22627,8.5,5.34,6.54,0.23
WHITE WOOD GARDEN PLANT LADDER,22487,9.95,4.81,8.56,0.14
GLASS JAR ENGLISH CONFECTIONERY,22360,2.95,0.28,1.71,0.42
GLASS JAR DIGESTIVE BISCUITS,22364,2.95,2.72,2.83,0.04
MILK BOTTLE WITH GLASS STOPPER,21657,6.95,0.79,2.29,0.67
WELCOME  WOODEN BLOCK LETTERS,22120,9.95,9.03,9.35,0.06
SET/4 MODERN VINTAGE COTTON NAPKINS,21038,2.95,2.12,2.71,0.08
VINTAGE UNION JACK APRON,21625,6.95,2.0,3.06,0.56
SWALLOW SQUARE TISSUE BOX,22097,1.25,0.35,0.42,0.66
NO JUNK MAIL METAL SIGN,21179,1.25,1.14,1.14,0.09
SLATE TILE NATURAL HANGING,22185,1.65,1.49,1.52,0.08
VINTAGE GLASS COFFEE CADDY,21662,5.95,1.97,3.33,0.44
SILVER GLASS T-LIGHT SET,85104,2.95,1.13,1.98,0.33
RIDGED GLASS FINGER BOWL,21654,1.45,1.18,1.38,0.05
GLASS  BEURRE DISH,21658,3.95,2.26,2.77,0.3
GIN & TONIC DIET GREETING CARD,21519,0.42,0.21,0.38,0.1
"BIRTHDAY CARD, RETRO SPOT",22819,0.42,0.09,0.12,0.71
WRAP RED APPLES,22704,0.42,0.28,0.35,0.16
RED RETROSPOT WRAP,21498,0.42,0.3,0.39,0.06
WRAP CHRISTMAS SCREEN PRINT,22049,0.42,0.08,0.13,0.68
FANCY FONTS BIRTHDAY WRAP,21497,0.42,0.28,0.33,0.21
CLASSIC WHITE FRAME,21333,2.95,1.64,2.63,0.11
BLACK DINER WALL CLOCK,22194,8.5,8.3,8.33,0.02
DOORMAT PEACE ON EARTH BLUE,22688,7.95,2.22,3.74,0.53
BOX OF 24 COCKTAIL PARASOLS,84692,0.42,0.12,0.28,0.33
GROW YOUR OWN PLANT IN A CAN,22444,1.06,0.14,0.31,0.71
PLASTERS IN TIN STRONGMAN,22555,1.65,0.57,1.32,0.2
MINI JIGSAW DINOSAUR,22547,0.42,0.36,0.39,0.08
MINI JIGSAW BAKE A CAKE,22543,0.42,0.19,0.38,0.1
MINI JIGSAW DOLLY GIRL,22539,0.42,0.42,0.42,0.01
WOODEN SCHOOL COLOURING SET,22561,1.65,1.2,1.35,0.18
PACK OF 12 TRADITIONAL CRAYONS,22489,0.42,0.19,0.28,0.33
CARD PARTY GAMES,22814,0.42,0.36,0.36,0.14
BOOZE & WOMEN GREETING CARD,21520,0.42,0.39,0.41,0.03
PACK OF 12 SUKI TISSUES,21982,0.29,0.04,0.16,0.46
PACK OF 12 WOODLAND TISSUES,21981,0.29,0.09,0.26,0.12
PACK OF 12 SKULL TISSUES,21967,0.29,0.15,0.16,0.45
PACK OF 12 CIRCUS PARADE TISSUES,22615,0.29,0.21,0.27,0.06
PACK OF 12 SPACEBOY TISSUES,22614,0.29,0.25,0.28,0.02
LADS ONLY TISSUE BOX,22095,1.25,0.62,0.95,0.24
RED RETROSPOT TISSUE BOX,22094,1.25,0.86,1.1,0.12
GINGERBREAD MAN COOKIE CUTTER,22966,1.25,1.24,1.23,0.02
GIN AND TONIC MUG,21874,1.25,0.81,0.84,0.33
IF YOU CAN'T STAND THE HEAT MUG,21873,1.25,0.54,0.69,0.45
I CAN ONLY PLEASE ONE PERSON MUG,21870,1.25,1.12,1.17,0.06
